rank,candidate_id,semantic_score,skill_score,behavior_score,experience_score,final_score,explanation
1807,CAND_0037735,0.7334,3.2467,0.6334,1.0,1.3817,Positive candidate engagement signals; Relevant professional experience
1808,CAND_0065435,0.704,3.89,0.4876,0.2,1.3816,Moderate overall profile match
1809,CAND_0065296,0.758,4.12,0.0916,0.2,1.3815,Strong semantic match with job description
1810,CAND_0013890,0.7159,4.1333,0.1578,0.2,1.3813,Moderate overall profile match
1811,CAND_0087630,0.8045,3.31,0.4102,1.0,1.3813,Strong semantic match with job description; Relevant professional experience
1812,CAND_0041594,0.7743,3.54,0.4074,0.7,1.3812,Strong semantic match with job description
1813,CAND_0060786,0.7545,3.8467,0.0622,0.7,1.3809,Strong semantic match with job description
1814,CAND_0005610,0.7382,3.6667,0.0944,1.0,1.3808,Relevant professional experience
1815,CAND_0078782,0.7342,3.81,0.148,0.7,1.3808,Moderate overall profile match
1816,CAND_0056340,0.7313,3.87,0.4532,0.2,1.3806,Moderate overall profile match
1817,CAND_0090230,0.7329,3.6667,0.1028,1.0,1.3804,Relevant professional experience
1818,CAND_0024068,0.7657,3.6567,0.0474,1.0,1.3799,Strong semantic match with job description; Relevant professional experience
1819,CAND_0064011,0.7495,4.1267,0.0918,0.2,1.3798,Moderate overall profile match
1820,CAND_0005254,0.7308,3.4833,0.3316,1.0,1.3795,Relevant professional experience
1821,CAND_0089699,0.7365,4.2033,0.0172,0.2,1.3789,Moderate overall profile match
1822,CAND_0022894,0.7071,3.44,0.4292,1.0,1.3787,Relevant professional experience
1823,CAND_0011409,0.7131,3.49,0.3516,1.0,1.3781,Relevant professional experience
1824,CAND_0047907,0.7913,3.35,0.3696,1.0,1.3779,Strong semantic match with job description; Relevant professional experience
1825,CAND_0002526,0.7348,3.1667,0.711,1.0,1.3778,Positive candidate engagement signals; Relevant professional experience
1826,CAND_0022676,0.7248,3.77,0.5748,0.2,1.3774,Positive candidate engagement signals
1827,CAND_0075905,0.7113,4.0033,0.3102,0.2,1.3774,Moderate overall profile match
1828,CAND_0076660,0.7275,3.46,0.3556,1.0,1.3771,Relevant professional experience
1829,CAND_0033481,0.743,3.57,0.4098,0.7,1.3766,Moderate overall profile match
1830,CAND_0071821,0.7638,3.24,0.5556,1.0,1.3766,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1831,CAND_0029600,0.7005,3.65,0.3932,0.7,1.3763,Moderate overall profile match
1832,CAND_0080800,0.7194,3.93,0.3792,0.2,1.3761,Moderate overall profile match
1833,CAND_0071583,0.7377,3.4,0.4046,1.0,1.376,Relevant professional experience
1834,CAND_0011574,0.7233,3.7833,0.1782,0.7,1.3758,Moderate overall profile match
1835,CAND_0031152,0.7395,3.6833,0.0446,1.0,1.3756,Relevant professional experience
1836,CAND_0093530,0.7738,3.2133,0.7886,0.7,1.3756,Strong semantic match with job description; Positive candidate engagement signals
1837,CAND_0084737,0.7575,3.7567,0.1408,0.7,1.3753,Strong semantic match with job description
1838,CAND_0011125,0.7521,3.3233,0.4662,1.0,1.3749,Strong semantic match with job description; Relevant professional experience
1839,CAND_0019240,0.7695,3.3,0.457,1.0,1.3742,Strong semantic match with job description; Relevant professional experience
1840,CAND_0057209,0.7491,3.0767,0.775,1.0,1.3738,Positive candidate engagement signals; Relevant professional experience
1841,CAND_0028305,0.7384,3.8633,0.037,0.7,1.3736,Moderate overall profile match
1842,CAND_0042506,0.775,3.21,0.7806,0.7,1.3736,Strong semantic match with job description; Positive candidate engagement signals
1843,CAND_0031802,0.7482,3.7933,0.4774,0.2,1.3731,Moderate overall profile match
1844,CAND_0055874,0.7157,3.48,0.3314,1.0,1.3726,Relevant professional experience
1845,CAND_0048388,0.6909,3.19,0.7422,1.0,1.3723,Positive candidate engagement signals; Relevant professional experience
1846,CAND_0091103,0.7194,3.8367,0.1006,0.7,1.3721,Moderate overall profile match
1847,CAND_0052169,0.7499,3.53,0.422,0.7,1.3719,Moderate overall profile match
1848,CAND_0047675,0.7577,3.68,0.2184,0.7,1.3717,Strong semantic match with job description
1849,CAND_0048453,0.7133,3.28,0.5808,1.0,1.3715,Positive candidate engagement signals; Relevant professional experience
1850,CAND_0000212,0.724,3.7133,0.2394,0.7,1.3708,Moderate overall profile match
1851,CAND_0021352,0.7416,3.87,0.3826,0.2,1.3707,Moderate overall profile match
1852,CAND_0054795,0.7766,3.3067,0.6418,0.7,1.3707,Strong semantic match with job description; Positive candidate engagement signals
1853,CAND_0040540,0.7428,3.8033,0.0884,0.7,1.3706,Moderate overall profile match
1854,CAND_0080519,0.7087,3.5567,0.2396,1.0,1.3706,Relevant professional experience
1855,CAND_0039042,0.7464,3.3933,0.3678,1.0,1.3705,Relevant professional experience
1856,CAND_0086833,0.7113,3.64,0.3538,0.7,1.3703,Moderate overall profile match
1857,CAND_0047759,0.7412,4.0867,0.109,0.2,1.37,Moderate overall profile match
1858,CAND_0021255,0.7331,4.06,0.1584,0.2,1.3699,Moderate overall profile match
1859,CAND_0070524,0.7733,3.2233,0.7484,0.7,1.3698,Strong semantic match with job description; Positive candidate engagement signals
1860,CAND_0074818,0.7479,3.8533,0.386,0.2,1.3697,Moderate overall profile match
1861,CAND_0053596,0.7147,3.37,0.681,0.7,1.3696,Positive candidate engagement signals
1862,CAND_0096474,0.7204,3.8367,0.0862,0.7,1.3696,Moderate overall profile match
1863,CAND_0016753,0.7457,3.6633,0.6266,0.2,1.3694,Positive candidate engagement signals
1864,CAND_0065878,0.8025,3.45,0.1796,1.0,1.3694,Strong semantic match with job description; Relevant professional experience
1865,CAND_0056312,0.7173,3.9667,0.3034,0.2,1.3693,Moderate overall profile match
1866,CAND_0088889,0.7253,3.8733,0.026,0.7,1.3687,Moderate overall profile match
1867,CAND_0005311,0.7656,3.4167,0.291,1.0,1.3686,Strong semantic match with job description; Relevant professional experience
1868,CAND_0074779,0.7606,3.29,0.459,1.0,1.3686,Strong semantic match with job description; Relevant professional experience
1869,CAND_0011758,0.7336,3.9067,0.3422,0.2,1.3685,Moderate overall profile match
1870,CAND_0060340,0.7422,3.41,0.3458,1.0,1.3685,Relevant professional experience
1871,CAND_0023991,0.7251,3.51,0.2542,1.0,1.3684,Relevant professional experience
1872,CAND_0004491,0.7378,3.3333,0.6742,0.7,1.3683,Positive candidate engagement signals
1873,CAND_0064180,0.6996,3.48,0.5674,0.7,1.3683,Positive candidate engagement signals
1874,CAND_0058653,0.7191,3.8767,0.0244,0.7,1.3667,Moderate overall profile match
1875,CAND_0021890,0.7239,3.3667,0.652,0.7,1.3666,Positive candidate engagement signals
1876,CAND_0056440,0.7308,3.8267,0.0632,0.7,1.3666,Moderate overall profile match
1877,CAND_0021729,0.7857,3.23,0.6982,0.7,1.3664,Strong semantic match with job description; Positive candidate engagement signals
1878,CAND_0054471,0.74,3.8133,0.0598,0.7,1.3663,Moderate overall profile match
1879,CAND_0048907,0.7447,3.8133,0.0498,0.7,1.3662,Moderate overall profile match
1880,CAND_0006508,0.7289,3.87,0.0098,0.7,1.366,Moderate overall profile match
1881,CAND_0000581,0.7202,3.8167,0.0926,0.7,1.3658,Moderate overall profile match
1882,CAND_0018506,0.7065,3.6933,0.2736,0.7,1.3657,Moderate overall profile match
1883,CAND_0046459,0.7733,3.4333,0.4632,0.7,1.3653,Strong semantic match with job description
1884,CAND_0014449,0.7416,4.12,0.0418,0.2,1.365,Moderate overall profile match
1885,CAND_0043921,0.6973,3.46,0.5792,0.7,1.3648,Positive candidate engagement signals
1886,CAND_0006285,0.7572,3.8667,0.3256,0.2,1.3647,Strong semantic match with job description
1887,CAND_0018268,0.7352,3.7833,0.0986,0.7,1.3646,Moderate overall profile match
1888,CAND_0028358,0.7225,3.78,0.1274,0.7,1.3645,Moderate overall profile match
1889,CAND_0071075,0.7416,3.54,0.1632,1.0,1.3643,Relevant professional experience
1890,CAND_0094267,0.7259,3.37,0.4072,1.0,1.3643,Relevant professional experience
1891,CAND_0046095,0.7802,3.3933,0.4928,0.7,1.364,Strong semantic match with job description
1892,CAND_0022671,0.7324,3.84,0.029,0.7,1.3638,Moderate overall profile match
1893,CAND_0033196,0.7232,3.89,0.359,0.2,1.3636,Moderate overall profile match
1894,CAND_0049054,0.6997,4.2333,-0.0232,0.2,1.3636,Moderate overall profile match
1895,CAND_0018454,0.7615,3.33,0.6034,0.7,1.3628,Strong semantic match with job description; Positive candidate engagement signals
1896,CAND_0039003,0.7501,3.65,-0.0014,1.0,1.3623,Strong semantic match with job description; Relevant professional experience
1897,CAND_0050454,0.794,3.39,0.2334,1.0,1.3618,Strong semantic match with job description; Relevant professional experience
1898,CAND_0032744,0.7487,3.7633,0.0814,0.7,1.3616,Moderate overall profile match
1899,CAND_0054745,0.7237,3.79,0.0972,0.7,1.3614,Moderate overall profile match
1900,CAND_0083637,0.7248,3.46,0.5058,0.7,1.3611,Positive candidate engagement signals
1901,CAND_0032095,0.7395,3.7867,0.0666,0.7,1.3608,Moderate overall profile match
1902,CAND_0051039,0.7369,3.7,0.1784,0.7,1.3604,Moderate overall profile match
1903,CAND_0019880,0.7643,3.45,0.2098,1.0,1.3602,Strong semantic match with job description; Relevant professional experience
1904,CAND_0068552,0.7471,3.7967,0.036,0.7,1.3602,Moderate overall profile match
1905,CAND_0002813,0.7486,3.7633,0.0724,0.7,1.3598,Moderate overall profile match
1906,CAND_0058516,0.7057,3.76,0.1616,0.7,1.3596,Moderate overall profile match
1907,CAND_0002094,0.7145,3.84,0.0434,0.7,1.3595,Moderate overall profile match
1908,CAND_0001535,0.7214,4.13,0.0412,0.2,1.3593,Moderate overall profile match
1909,CAND_0086075,0.7341,3.68,0.2034,0.7,1.3593,Moderate overall profile match
1910,CAND_0098550,0.7221,3.8367,0.0296,0.7,1.3589,Moderate overall profile match
1911,CAND_0052400,0.7575,3.41,0.4902,0.7,1.3585,Strong semantic match with job description
1912,CAND_0003310,0.7083,4.0867,0.1168,0.2,1.3584,Moderate overall profile match
1913,CAND_0030348,0.7582,3.6,0.2486,0.7,1.358,Strong semantic match with job description
1914,CAND_0038444,0.73,3.6,0.3044,0.7,1.3579,Moderate overall profile match
1915,CAND_0018439,0.7094,3.3,0.7204,0.7,1.3578,Positive candidate engagement signals
1916,CAND_0027867,0.7285,3.1333,0.6642,1.0,1.3576,Positive candidate engagement signals; Relevant professional experience
1917,CAND_0013897,0.7231,3.86,0.3654,0.2,1.3573,Moderate overall profile match
1918,CAND_0056483,0.7599,3.5833,0.0376,1.0,1.3573,Strong semantic match with job description; Relevant professional experience
1919,CAND_0008782,0.6963,3.94,0.3172,0.2,1.357,Moderate overall profile match
1920,CAND_0005249,0.7784,3.7167,0.0564,0.7,1.3568,Strong semantic match with job description
1921,CAND_0057133,0.7174,3.86,0.3724,0.2,1.3564,Moderate overall profile match
1922,CAND_0076954,0.7284,4.01,0.1614,0.2,1.3561,Moderate overall profile match
1923,CAND_0021464,0.7252,3.1233,0.6738,1.0,1.3557,Positive candidate engagement signals; Relevant professional experience
1924,CAND_0044716,0.7434,3.6533,0.1946,0.7,1.3546,Moderate overall profile match
1925,CAND_0044073,0.7325,3.52,0.3828,0.7,1.3545,Moderate overall profile match
1926,CAND_0061354,0.7378,3.88,0.2954,0.2,1.3542,Moderate overall profile match
1927,CAND_0047701,0.7312,3.9233,0.251,0.2,1.3535,Moderate overall profile match
1928,CAND_0083060,0.7374,3.7033,0.5126,0.2,1.3533,Positive candidate engagement signals
1929,CAND_0058027,0.7431,3.97,0.1662,0.2,1.353,Moderate overall profile match
1930,CAND_0089495,0.7713,3.44,0.3912,0.7,1.3518,Strong semantic match with job description
1931,CAND_0060252,0.7661,3.9667,0.107,0.2,1.3495,Strong semantic match with job description
1932,CAND_0040117,0.7607,3.4,0.2216,1.0,1.3486,Strong semantic match with job description; Relevant professional experience
1933,CAND_0094538,0.7482,4.0,0.096,0.2,1.3485,Moderate overall profile match
1934,CAND_0044119,0.7485,3.98,0.1146,0.2,1.3473,Moderate overall profile match
1935,CAND_0012498,0.7531,3.6233,0.1738,0.7,1.3468,Strong semantic match with job description
1936,CAND_0033864,0.7355,3.9667,0.1516,0.2,1.3462,Moderate overall profile match
1937,CAND_0018763,0.7292,4.0067,0.109,0.2,1.3451,Moderate overall profile match
1938,CAND_0000839,0.7506,3.72,0.0442,0.7,1.3441,Strong semantic match with job description
1939,CAND_0008892,0.7363,3.7833,-0.0104,0.7,1.3433,Moderate overall profile match
1940,CAND_0017254,0.735,3.66,0.5216,0.2,1.3433,Positive candidate engagement signals
1941,CAND_0028284,0.7439,3.7133,0.4332,0.2,1.3425,Moderate overall profile match
1942,CAND_0057424,0.7337,3.9333,0.1772,0.2,1.3422,Moderate overall profile match
1943,CAND_0095795,0.734,3.5,0.1146,1.0,1.3415,Relevant professional experience
1944,CAND_0060468,0.7557,3.48,0.0928,1.0,1.3408,Strong semantic match with job description; Relevant professional experience
1945,CAND_0016918,0.7535,3.7133,0.0262,0.7,1.34,Strong semantic match with job description
1946,CAND_0053426,0.7439,3.4333,0.3956,0.7,1.34,Moderate overall profile match
1947,CAND_0009307,0.7033,3.49,0.405,0.7,1.3398,Moderate overall profile match
1948,CAND_0075988,0.76,3.6467,0.0926,0.7,1.3392,Strong semantic match with job description
1949,CAND_0002983,0.7414,3.4933,0.312,0.7,1.3373,Moderate overall profile match
1950,CAND_0065838,0.7595,3.9467,0.0834,0.2,1.3372,Strong semantic match with job description
1951,CAND_0043819,0.7056,3.76,0.4242,0.2,1.3371,Moderate overall profile match
1952,CAND_0022933,0.7347,3.7,0.0632,0.7,1.3365,Moderate overall profile match
1953,CAND_0071204,0.6898,3.37,0.5656,0.7,1.3365,Positive candidate engagement signals
1954,CAND_0032856,0.7393,3.62,0.152,0.7,1.3361,Moderate overall profile match
1955,CAND_0081013,0.7478,3.9033,0.1528,0.2,1.3355,Moderate overall profile match
1956,CAND_0086858,0.7546,3.9533,0.0744,0.2,1.3351,Strong semantic match with job description
1957,CAND_0091938,0.7302,3.85,0.2516,0.2,1.3349,Moderate overall profile match
1958,CAND_0022796,0.7356,3.94,0.1236,0.2,1.334,Moderate overall profile match
1959,CAND_0044734,0.7546,3.6,0.135,0.7,1.3338,Strong semantic match with job description
1960,CAND_0024288,0.7416,3.8767,0.1862,0.2,1.3331,Moderate overall profile match
1961,CAND_0060902,0.7541,3.9433,0.076,0.2,1.3327,Strong semantic match with job description
1962,CAND_0018288,0.7537,3.8867,0.1476,0.2,1.3326,Strong semantic match with job description
1963,CAND_0099514,0.7413,3.77,0.3172,0.2,1.3325,Moderate overall profile match
1964,CAND_0010596,0.7525,3.91,0.1196,0.2,1.3324,Strong semantic match with job description
1965,CAND_0089713,0.7352,3.7567,0.3432,0.2,1.3319,Moderate overall profile match
1966,CAND_0094059,0.6938,3.2867,0.6372,0.7,1.3316,Positive candidate engagement signals
1967,CAND_0038157,0.7155,3.68,0.1006,0.7,1.3313,Moderate overall profile match
1968,CAND_0021834,0.7105,3.53,0.0708,1.0,1.3309,Relevant professional experience
1969,CAND_0015051,0.7209,4.0533,-0.0082,0.2,1.33,Moderate overall profile match
1970,CAND_0092195,0.7252,3.73,0.0108,0.7,1.3297,Moderate overall profile match
1971,CAND_0033482,0.7365,3.96,0.074,0.2,1.3294,Moderate overall profile match
1972,CAND_0066172,0.7375,3.9033,0.1424,0.2,1.3293,Moderate overall profile match
1973,CAND_0051188,0.7361,4.05,-0.04,0.2,1.3289,Moderate overall profile match
1974,CAND_0065497,0.7571,3.7367,0.3024,0.2,1.3275,Strong semantic match with job description
1975,CAND_0097367,0.7562,3.5967,0.1018,0.7,1.327,Strong semantic match with job description
1976,CAND_0033887,0.7443,3.9967,-0.0006,0.2,1.3268,Moderate overall profile match
1977,CAND_0039045,0.6695,3.85,0.3302,0.2,1.3263,Moderate overall profile match
1978,CAND_0067161,0.7208,3.9067,0.1546,0.2,1.3259,Moderate overall profile match
1979,CAND_0010778,0.6885,3.54,0.6672,0.2,1.3238,Positive candidate engagement signals
1980,CAND_0065626,0.6956,4.0767,-0.0188,0.2,1.3237,Moderate overall profile match
1981,CAND_0033739,0.7379,3.91,0.102,0.2,1.323,Moderate overall profile match
1982,CAND_0073253,0.7439,3.58,0.1146,0.7,1.3205,Moderate overall profile match
1983,CAND_0071550,0.7359,3.82,0.1992,0.2,1.3192,Moderate overall profile match
1984,CAND_0098813,0.7309,3.9,0.1028,0.2,1.3179,Moderate overall profile match
1985,CAND_0035489,0.6856,3.72,0.0366,0.7,1.3166,Moderate overall profile match
1986,CAND_0044488,0.7412,3.9133,0.0582,0.2,1.3164,Moderate overall profile match
1987,CAND_0075747,0.7452,3.8867,0.0768,0.2,1.3151,Moderate overall profile match
1988,CAND_0004524,0.7052,3.8967,0.1436,0.2,1.315,Moderate overall profile match
1989,CAND_0015188,0.7168,3.93,0.0762,0.2,1.3145,Moderate overall profile match
1990,CAND_0097499,0.7164,3.6667,0.398,0.2,1.3128,Moderate overall profile match
1991,CAND_0093316,0.6877,3.4033,0.4074,0.7,1.3124,Moderate overall profile match
1992,CAND_0039657,0.7212,3.7,0.3436,0.2,1.3122,Moderate overall profile match
1993,CAND_0081292,0.7129,3.5,0.6094,0.2,1.312,Positive candidate engagement signals
1994,CAND_0058215,0.7015,3.53,0.2172,0.7,1.3115,Moderate overall profile match
1995,CAND_0046821,0.718,3.8967,0.0756,0.2,1.3065,Moderate overall profile match
1996,CAND_0076274,0.7351,3.8733,0.0662,0.2,1.3056,Moderate overall profile match
1997,CAND_0082203,0.7372,3.88,0.0394,0.2,1.3028,Moderate overall profile match
1998,CAND_0074128,0.6841,3.47,0.6534,0.2,1.3018,Positive candidate engagement signals
